"BALANCE","BALANCE_FREQUENCY","PURCHASES","ONEOFF_PURCHASES","INSTALLMENTS_PURCHASES","CASH_ADVANCE","PURCHASES_FREQUENCY","ONEOFF_PURCHASES_FREQUENCY","PURCHASES_INSTALLMENTS_FREQUENCY","CASH_ADVANCE_FREQUENCY","CASH_ADVANCE_TRX","PURCHASES_TRX","CREDIT_LIMIT","PAYMENTS","MINIMUM_PAYMENTS","PRC_FULL_PAYMENT","Cluster"
1589.41431,1,118.79,118.79,0,2176.940929,0.416667,0.416667,0,0.166667,5,5,4000,349.53025,487.369259,0,3
2807.729258,1,0,0,0,109.708511,0,0,0,0.166667,2,0,3000,616.424424,985.64549,0,3
774.709467,1,462,0,462,864.137815,1,0,1,0.166667,2,24,6000,703.328852,229.278664,0,2
1101.085631,1,0,0,0,164.836712,0,0,0,0.166667,2,0,1200,270.956427,345.479341,0,1
843.357393,1,45,45,0,0,0.083333,0.083333,0,0,0,1,2000,304.408605,312.893487,0,1
2945.285382,1,185.98,55,130.98,0,0.416667,0.083333,0.333333,0,0,9,3000,1009.97564,1102.79511,0,3
27.832009,1,366.6,0,366.6,0,1,0,1,0,0,12,5000,364.834065,82.215933,0.25,2
1247.384513,1,405.5,138.5,267,0,0.5,0.166667,0.416667,0,0,12,6500,1131.607754,291.293418,0,2
110.400892,1,486.72,0,486.72,0,1,0,0.916667,0,0,12,1000,278.441988,207.232063,0.1,2
2332.392373,1,306.36,0,306.36,0,0.25,0,0.166667,0,0,3,7000,670.376849,627.343242,0,1
341.379209,1,426.92,426.92,0,36.144056,0.416667,0.416667,0,0.083333,1,13,3000,595.682302,176.911112,0,2
1033.394656,1,262.44,0,262.44,888.915071,0.666667,0,0.666667,0.166667,4,8,2000,569.731828,541.208044,0,3
167.35668,1,288,288,0,189.705758,0.083333,0.083333,0,0.083333,1,3,6000,292.213876,168.244932,0,1
417.841508,1,311.86,0,311.86,0,0.5,0,0.416667,0,0,7,3000,802.93759,223.716043,0,2
1212.812748,1,397.44,0,397.44,0,1,0,1,0,0,12,2000,1738.449943,283.392145,0,2
694.202818,0.818182,0,0,0,1087.082047,0,0,0,0.166667,3,0,1200,1721.925721,239.868958,0.142857,1
1191.662907,1,979.92,849.92,130,0,0.75,0.416667,0.416667,0,0,18,4350,278.328435,470.064242,0,2
799.518482,1,339.96,0,339.96,830.316783,1,0,1,0.25,4,12,1000,361.021723,415.996627,0,2
1728.275923,1,628.56,0,628.56,0,1,0,1,0,0,24,6000,1217.960916,440.321862,0,2
2403.75955,1,367.16,367.16,0,0,0.333333,0.333333,0,0,0,8,2600,687.263236,632.040291,0,2
1237.673602,0.727273,0,0,0,1962.749428,0,0,0,0.166667,3,0,2000,589.980487,514.792875,0,3
1621.035373,1,23.21,0,23.21,0,0.333333,0,0.333333,0,0,4,2000,500.515114,475.627205,0,1
891.620777,1,0,0,0,159.673475,0,0,0,0.166667,2,0,2000,593.110495,269.482212,0,1
1647.932117,1,0,0,0,93.690441,0,0,0,0.333333,4,0,1800,390.2023,717.310059,0,3
1250.885289,1,892.19,363.85,528.34,0,0.416667,0.083333,0.416667,0,0,6,1800,461.638318,296.027848,0,2
2885.068871,1,0,0,0,255.676579,0,0,0,0.25,3,0,3000,712.676699,618.776921,0,3
1915.245632,1,39,39,0,92.668977,0.083333,0.083333,0,0.083333,1,1,1950,542.919146,814.880073,0,3
2257.542109,1,0,0,0,1082.684755,0,0,0,0.083333,1,0,3000,464.716284,659.553866,0,3
628.384411,1,887.3,840,47.3,279.557918,0.25,0.166667,0.083333,0.083333,1,6,2000,177.708307,181.271709,0,2
114.295749,1,109.8,0,109.8,0,0.75,0,0.75,0,0,12,1000,115.418223,165.03489,0,1
516.814969,1,276.52,141.96,134.56,584.976769,0.25,0.25,0.083333,0.083333,1,8,1500,927.381808,190.875362,0,1
2431.193194,1,0,0,0,195.932353,0,0,0,0.083333,1,0,4000,976.859575,685.995885,0,3
92.406069,0.727273,0,0,0,683.253783,0,0,0,0.083333,1,0,3500,1044.949836,41.026459,0.166667,1
981.886157,1,0,0,0,473.430801,0,0,0,0.083333,3,0,3500,768.398403,239.523143,0,1
1271.429631,1,0,0,0,678.525863,0,0,0,0.25,3,0,1500,526.910053,416.325411,0,3
1118.086877,1,128.8,0,128.8,0,0.166667,0,0.166667,0,0,2,1200,277.766526,436.577474,0,1
1740.169093,1,276.72,0,276.72,0,1,0,1,0,0,15,1800,667.764492,601.656779,0,2
1058.369265,1,0,0,0,1353.576787,0,0,0,0.25,4,0,1500,1381.061656,266.359712,0,3
1053.639683,1,1027.01,1002.8,24.21,314.032321,0.583333,0.25,0.25,0.083333,3,8,2200,1181.14154,225.348166,0,2
1308.786637,1,0,0,0,99.670323,0,0,0,0.166667,2,0,1500,528.262752,344.758313,0,1
874.203747,1,232.8,232.8,0,331.57572,0.25,0.25,0,0.083333,1,5,3000,1473.641228,328.114324,0.083333,1
1329.443468,1,0,0,0,1024.351429,0,0,0,0.166667,2,0,1800,684.599962,311.075432,0,3
1194.651852,1,322.29,0,322.29,0,0.916667,0,0.833333,0,0,13,1200,482.355548,946.189043,0,2
1020.292184,1,1788.1,921.1,867,0,0.833333,0.25,0.833333,0,0,22,1500,492.184722,745.734369,0,2
2270.955171,1,25.26,25.26,0,452.803657,0.083333,0.083333,0,0.25,3,1,3100,503.196519,815.400611,0,3
1473.902933,1,0,0,0,163.855122,0,0,0,0.333333,4,0,1500,340.239419,517.593629,0,3
1527.644591,1,0,0,0,210.417767,0,0,0,0.166667,3,0,1700,540.406147,508.668881,0,3
102.228073,1,1074.29,249.21,825.08,0,1,0.166667,1,0,0,21,5000,1075.317643,188.241729,0.083333,2
54.842927,1,105,105,0,0,0.083333,0.083333,0,0,0,1,4000,329.582826,174.978044,0,1
1733.68291,1,100,100,0,270.57595,0.083333,0.083333,0,0.333333,6,1,1700,689.279807,1101.99844,0,3
3541.960207,1,0,0,0,1853.517071,0,0,0,0.166667,2,0,4000,789.692304,941.569,0,3
2447.783112,1,431.96,290,141.96,0,0.583333,0.166667,0.416667,0,0,9,2500,740.165746,1096.264703,0,2
1628.591333,1,361,0,361,291.278909,0.833333,0,0.75,0.166667,2,20,1800,1018.197785,684.453198,0,2
2586.533933,1,400,400,0,0,0.083333,0.083333,0,0,0,1,3000,886.663668,939.459896,0,3
366.68899,1,653.21,0,653.21,0,1,0,1,0,0,30,3000,276.166583,193.830954,0,2
786.483086,1,226.9,0,226.9,666.779555,0.833333,0,0.75,0.166667,4,25,1200,1391.068932,187.144712,0,2
167.757298,1,320.72,0,320.72,0,0.916667,0,0.916667,0,0,20,1200,863.485864,186.52878,0,2
1383.161918,1,0,0,0,55.212259,0,0,0,0.166667,2,0,1500,276.630198,504.836908,0,1
92.816307,1,345.66,45.65,300.01,0,0.75,0.083333,0.75,0,0,10,1000,383.914659,192.645506,0.25,2
1247.423771,1,0,0,0,503.562164,0,0,0,0.166667,3,0,1500,721.897274,273.128967,0,3
911.298036,1,954.15,425.35,528.8,0,0.833333,0.25,0.666667,0,0,12,1200,283.608489,282.489805,0,2
210.993146,0.818182,90.51,90.51,0,0,0.083333,0.083333,0,0,0,1,6500,1240.766161,230.983088,0,1
365.005559,1,421.04,341,80.04,0,0.333333,0.083333,0.333333,0,0,6,4000,1386.413639,110.535797,0,2
1722.910058,1,45.45,45.45,0,1654.212185,0.083333,0.083333,0,0.416667,5,2,4000,511.525617,439.577818,0,3
1672.969871,1,0,0,0,74.812657,0,0,0,0.083333,1,0,2100,341.940624,754.672615,0,3
559.151424,1,94,94,0,0,0.25,0.25,0,0,0,3,5500,254.733329,218.279194,0,1
10.160744,0.636364,82.04,0,82.04,0,0.5,0,0.5,0,0,6,2000,139.914571,153.668941,0,1
1046.787477,1,517.08,282.6,234.48,0,0.75,0.333333,0.583333,0,0,13,1200,477.482016,345.156866,0,2
869.091492,1,438.22,263.5,174.72,0,0.416667,0.25,0.166667,0,0,6,3000,336.521212,381.780101,0,2
127.240494,1,760.36,89,671.36,0,1,0.083333,1,0,0,17,2500,371.387459,176.24916,0.090909,2
859.07875,1,0,0,0,909.986628,0,0,0,0.166667,2,0,3500,1408.880515,244.822266,0,3
1224.513636,1,529.34,186.03,343.31,1108.666511,0.833333,0.166667,0.583333,0.25,6,17,1200,467.463129,856.600588,0,2
1469.720674,1,0,0,0,170.376441,0,0,0,0.333333,5,0,1500,395.486928,513.397785,0,3
332.888212,1,419.56,74,345.56,0,1,0.25,0.916667,0,0,26,3000,473.166128,193.267629,0,2
2200.566765,1,296.4,0,296.4,0,1,0,1,0,0,12,6000,631.025111,487.037113,0,2
1719.310566,1,0,0,0,259.91508,0,0,0,0.166667,2,0,1950,458.841298,601.121867,0,3
168.539199,1,176.73,109,67.73,0,0.333333,0.083333,0.166667,0,0,4,5000,197.074177,173.057909,0,1
1009.062757,1,702.4,265.6,436.8,0,1,0.25,1,0,0,28,7500,1184.723606,245.887258,0,2
8.286935,0.727273,125,0,125,0,0.833333,0,0.75,0,0,10,3000,125.140043,82.820029,0.2,1
2919.796228,1,217.9,118.9,99,0,1,0.083333,1,0,0,25,7500,832.687649,764.627545,0,2
107.13002,1,15.4,15.4,0,182.66132,0.083333,0.083333,0,0.333333,6,1,200,255.103798,198.933162,0,3
274.038592,1,286.19,58,228.19,0,0.416667,0.083333,0.416667,0,0,7,1700,911.371697,179.244755,0,1
1093.946163,1,0,0,0,18.482296,0,0,0,0.083333,1,0,1200,276.73092,283.18296,0,1
1630.620638,1,0,0,0,381.541722,0,0,0,0.166667,2,0,2100,1117.714796,459.782873,0,3
78.090426,1,243.48,0,243.48,0,1,0,1,0,0,12,1500,152.754759,157.90404,0.083333,2
2097.470969,1,0,0,0,1546.052817,0,0,0,0.083333,2,0,3500,510.126277,558.162379,0,3
1683.116573,1,98,98,0,240.304769,0.083333,0.083333,0,0.166667,4,1,1800,554.101761,556.407341,0,3
1502.44469,1,0,0,0,152.14064,0,0,0,0.25,4,0,1600,404.150829,740.836747,0,3
1644.496393,1,0,0,0,156.097738,0,0,0,0.083333,1,0,1950,542.414342,569.427263,0,1
1184.588701,1,704.4,0,704.4,61.069589,1,0,0.916667,0.083333,1,21,1200,810.831681,747.131941,0,2
497.726827,1,1234.5,653,581.5,0,0.583333,0.333333,0.416667,0,0,14,3000,206.102367,382.086744,0,2
868.734126,1,463.01,373.65,89.36,546.682275,0.416667,0.25,0.25,0.166667,4,11,1000,254.635576,375.38376,0,2
2551.023341,1,485.6,303.6,182,0,0.333333,0.083333,0.25,0,0,7,4500,478.461522,825.271126,0,2
2522.043371,1,0,0,0,2504.271338,0,0,0,0.25,3,0,7000,519.343097,607.30396,0,3
763.992973,1,245,0,245,0,0.666667,0,0.583333,0,0,10,1500,1660.561025,344.810116,0,2
556.43723,0.636364,403.3,303.1,100.2,0,0.666667,0.416667,0.333333,0,0,14,7500,1318.460544,129.682608,0,2
1050.085007,1,0,0,0,468.62986,0,0,0,0.25,6,0,1500,593.781355,242.578058,0,3
1672.813954,1,299.83,117.39,182.44,113.720261,1,0.166667,0.916667,0.166667,2,21,1800,559.708549,523.962466,0,2
1178.90161,1,150,0,150,0,0.416667,0,0.333333,0,0,5,1200,360.303696,410.225607,0,1
1007.362008,1,469.92,0,469.92,0,1,0,1,0,0,12,1000,716.423692,871.852779,0,2
1294.25883,1,0,0,0,92.841595,0,0,0,0.083333,1,0,1500,308.886492,468.194223,0,1
1262.645703,1,329.9,257,72.9,0,0.333333,0.166667,0.166667,0,0,6,1800,905.863527,271.464874,0,1
2828.765822,1,19.98,19.98,0,0,0.083333,0.083333,0,0,0,2,5500,593.220384,1159.310924,0,3
1452.469721,1,205.89,205.89,0,0,0.25,0.25,0,0,0,3,1600,501.655195,490.885882,0,1
1414.878106,1,98.08,68.42,29.66,0,0.166667,0.166667,0.083333,0,0,3,1500,523.235492,535.880979,0,1
3250.621234,1,247.31,0,247.31,823.112588,0.583333,0,0.5,0.416667,6,7,4000,1016.490545,1014.858941,0,3
1389.583627,1,712.87,712.87,0,0,0.083333,0.083333,0,0,0,1,4500,801.18565,364.139587,0,1
463.512203,1,0,0,0,1166.982711,0,0,0,0.333333,5,0,7500,932.601452,167.149574,0,3
1073.42481,1,57,0,57,0,0.25,0,0.166667,0,0,3,1200,295.373115,320.830162,0,1
840.50105,1,0,0,0,1820.493358,0,0,0,0.416667,5,0,6500,805.79629,262.804339,0,3
981.098292,1,180,0,180,0,1,0,1,0,0,12,1000,330.620032,539.543528,0,2
1756.078137,1,0,0,0,954.822692,0,0,0,0.166667,3,0,6000,1083.406473,673.452218,0,3
1346.309166,1,652.13,567.76,84.37,0,0.5,0.416667,0.083333,0,0,10,6000,385.145146,275.434078,0,2
329.388289,1,72.84,72.84,0,0,0.083333,0.083333,0,0,0,1,3000,467.674193,216.289689,0,1
2537.892884,1,0,0,0,354.346012,0,0,0,0.25,3,0,3000,622.529592,622.651831,0,3
1956.295501,1,0,0,0,211.099323,0,0,0,0.333333,4,0,2100,634.788341,808.539833,0,3
1301.800738,1,0,0,0,1378.856373,0,0,0,0.083333,2,0,4500,1009.40361,280.243063,0,3
1189.665497,0.909091,0,0,0,1454.884966,0,0,0,0.083333,3,0,1500,1656.765938,364.18588,0,3
1220.359151,1,568.3,0,568.3,0,0.833333,0,0.75,0,0,10,3000,902.082618,411.544387,0,2
1167.863521,1,94.7,94.7,0,187.817003,0.166667,0.166667,0,0.416667,5,2,1200,350.850434,284.605261,0,3
478.834962,1,1060.99,1040.99,20,0,0.166667,0.083333,0.083333,0,0,4,1300,1162.790308,208.55975,0,2
2235.729892,1,83,38,45,481.39493,0.333333,0.083333,0.166667,0.166667,5,4,2500,568.336744,606.89303,0,3
273.247883,1,60,60,0,0,0.083333,0.083333,0,0,0,1,2300,111.559902,208.976648,0,1
31.296491,1,84,0,84,0,1,0,1,0,0,12,1000,91.67226,165.656889,0,2
374.552852,1,279,0,279,0,0.333333,0,0.25,0,0,4,1400,426.263702,211.761556,0,1
2696.774474,1,0,0,0,139.395627,0,0,0,0.083333,1,0,3000,685.053764,919.457678,0,3
139.449391,0.727273,843.03,0,843.03,0,0.583333,0,0.583333,0,0,7,2200,1312.375596,179.548143,0,2
713.959917,1,542.96,452.96,90,268.410928,0.833333,0.416667,0.416667,0.166667,4,13,2500,195.490243,229.465974,0,2
1441.679257,1,0,0,0,914.794214,0,0,0,0.083333,1,0,6500,568.212802,308.89183,0,3
1297.153644,1,839.14,419.88,419.26,0,0.833333,0.333333,0.666667,0,0,16,6000,362.337779,295.29696,0,2
2660.420641,1,0,0,0,382.272435,0,0,0,0.166667,2,0,5000,846.397004,687.079273,0,3
44.204396,0.636364,504,0,504,0,1,0,0.916667,0,0,20,2500,818.64282,81.765863,0,2
1089.528456,1,0,0,0,76.027194,0,0,0,0.083333,1,0,1200,371.902953,421.748003,0,1
5.016768,0.909091,284.13,0,284.13,0,0.916667,0,0.916667,0,0,11,4000,274.729879,4.390918,0,2
2005.414367,1,0,0,0,510.618121,0,0,0,0.25,3,0,2100,746.145517,477.944936,0,3
2598.802288,1,0,0,0,185.909531,0,0,0,0.083333,1,0,3000,773.831303,671.834242,0,3
2586.357487,1,0,0,0,256.100571,0,0,0,0.083333,1,0,3000,658.61387,582.879568,0,3
3677.471434,1,1,1,0,859.297788,0.083333,0.083333,0,0.083333,2,1,7000,944.992262,947.691932,0,3
203.024867,0.818182,542.94,0,542.94,0,0.416667,0,0.416667,0,0,8,4000,955.283993,163.678855,0,2
52.575297,0.727273,282.62,33.62,249,0,0.416667,0.083333,0.25,0,0,5,6000,388.872739,149.884294,0.2,1
1166.500558,1,73.8,0,73.8,595.036388,0.333333,0,0.333333,0.416667,6,4,2000,514.586639,324.359117,0,3
24.463674,0.818182,254.37,0,254.37,0,0.75,0,0.666667,0,0,10,4000,206.073166,128.455136,0.125,2
1219.914858,1,0,0,0,442.372527,0,0,0,0.166667,2,0,1500,540.400104,288.438136,0,1
391.385478,1,0,0,0,0,0.333333,0,0.333333,0,0,0,4000,192.787345,227.924469,0,1
1685.020731,1,0,0,0,243.61411,0,0,0,0.083333,1,0,1800,559.556519,335.731533,0,1
1380.728565,1,0,0,0,126.637116,0,0,0,0.166667,3,0,1500,279.782836,515.444012,0,3
147.838347,1,0,0,0,68.919596,0,0,0,0.083333,1,0,600,50.406698,250.170305,0,1
1748.310383,1,0,0,0,157.152652,0,0,0,0.083333,1,0,2000,538.443435,484.32512,0,1
1599.306976,1,112.57,112.57,0,70.564078,0.25,0.25,0,0.083333,1,3,1800,595.55337,379.959706,0,1
44.174721,1,290,0,290,0,0.75,0,0.583333,0,0,9,6000,326.635918,158.281177,0.111111,2
937.276757,1,45.65,45.65,0,19.995297,0.083333,0.083333,0,0.083333,1,1,1000,335.809644,442.354727,0,1
1301.549278,1,0,0,0,72.681585,0,0,0,0.083333,1,0,1500,317.211622,531.398722,0,1
287.140554,0.636364,316.78,0,316.78,0,0.75,0,0.75,0,0,15,4500,1308.806298,248.833196,0,2
62.053779,0.636364,29.6,29.6,0,838.60032,0.083333,0.083333,0,0.083333,2,1,6000,1576.039085,108.744838,0.166667,1
1417.474456,1,144.49,144.49,0,0,0.416667,0.416667,0,0,0,6,1500,348.50421,417.305741,0,1
1613.321542,1,252,252,0,0,0.166667,0.166667,0,0,0,3,1800,833.515706,592.475313,0,1
1466.91925,1,0,0,0,37.691257,0,0,0,0.166667,2,0,1500,323.642185,429.538368,0,1
955.41412,1,0,0,0,1145.252721,0,0,0,0.25,4,0,1200,1402.659723,372.641361,0,3
1135.629139,1,398.64,0,398.64,0,1,0,1,0,0,12,1500,364.300862,449.07262,0,2
2093.844656,1,0,0,0,1307.898095,0,0,0,0.083333,2,0,3000,470.841807,912.479272,0,3
2664.700424,1,715.51,109,606.51,494.573662,0.75,0.083333,0.583333,0.083333,1,11,3500,918.003032,792.902894,0,2
900.482738,1,0,0,0,77.012362,0,0,0,0.083333,1,0,1000,197.631228,214.62422,0,1
1146.202492,1,0,0,0,58.697369,0,0,0,0.25,3,0,1200,290.331406,353.360027,0,3
234.700486,1,82,82,0,0,0.083333,0.083333,0,0,0,2,4200,350.773984,215.834479,0,1
1435.703308,1,664.61,45.7,618.91,945.736707,0.666667,0.083333,0.5,0.166667,3,15,7500,453.692206,358.574883,0,2
3044.269636,1,93.31,93.31,0,789.697144,0.083333,0.083333,0,0.166667,2,1,3500,670.719989,949.520589,0,3
162.54754,0.909091,405.61,0,405.61,0,0.916667,0,0.916667,0,0,23,2200,612.674738,130.269702,0,2
753.703481,1,0,0,0,899.346012,0,0,0,0.083333,2,0,1200,1065.666403,160.863666,0.083333,1
606.323282,1,299.9,299.9,0,0,0.25,0.25,0,0,0,3,4200,502.64224,204.447891,0,1
1073.370435,0.818182,824.77,377.81,446.96,1214.495468,0.666667,0.416667,0.5,0.333333,6,25,1800,534.728641,892.117717,0,2
372.924756,0.909091,462.7,162.7,300,0,0.5,0.083333,0.416667,0,0,7,1800,1193.383862,114.183944,0.181818,2
1887.061349,1,0,0,0,93.437109,0,0,0,0.166667,3,0,2000,411.517239,765.751845,0,3
152.227891,1,946,536,410,0,0.75,0.25,0.416667,0,0,18,6500,804.255916,169.229664,0.2,2
2544.036536,1,0,0,0,107.710567,0,0,0,0.083333,1,0,7000,1064.575065,587.957563,0,3
182.959331,1,847.88,0,847.88,0,0.666667,0,0.666667,0,0,11,5000,757.48839,193.758424,0.166667,2
126.289657,0.909091,366.68,0,366.68,175.284005,0.333333,0,0.333333,0.166667,2,4,3000,679.431948,126.692506,0.181818,1
1084.131331,1,803.22,0,803.22,901.628291,1,0,0.916667,0.166667,3,21,1000,866.009167,1038.182688,0,2
109.594389,1,177,177,0,0,0.083333,0.083333,0,0,0,1,1950,170.47103,221.171027,0,1
2866.054641,1,0,0,0,236.955668,0,0,0,0.25,4,0,3000,714.738754,799.591816,0,3
1299.93337,1,0,0,0,916.37094,0,0,0,0.083333,2,0,2400,303.052882,453.831541,0,3
34.387537,1,153.18,61.9,91.28,0,0.416667,0.083333,0.416667,0,0,11,2500,99.085409,145.637604,0,1
1176.992085,1,890,400,490,0,0.583333,0.083333,0.416667,0,0,7,3000,640.607666,289.747401,0,2
17.026818,1,453.24,0,453.24,0,1,0,1,0,0,12,2000,435.997908,62.817278,0.25,2
229.540732,1,694.91,37.5,657.41,0,0.916667,0.166667,0.833333,0,0,15,7500,1016.090423,189.29217,0.083333,2
186.706199,1,868,0,868,0,0.5,0,0.416667,0,0,6,4000,618.964215,268.075781,0,2
2537.257188,1,0,0,0,557.526465,0,0,0,0.166667,2,0,2750,933.01991,602.387923,0,3
2376.483239,1,858.5,858.5,0,356.570057,0.333333,0.333333,0,0.166667,3,13,7000,748.290167,597.63665,0,2
1128.717636,1,55.69,55.69,0,56.453676,0.083333,0.083333,0,0.083333,1,3,1200,266.286419,544.723121,0,1
1368.99507,1,521.31,140,381.31,0,1,0.083333,1,0,0,20,3000,616.095965,467.239217,0,2
198.12512,1,0,0,0,973.656086,0,0,0,0.166667,5,0,1200,253.475631,73.411615,0.083333,1
117.777688,0.727273,853.3,853.3,0,0,0.25,0.25,0,0,0,3,2000,851.921672,73.600798,0,2
1203.464556,1,440,0,440,1472.061257,0.333333,0,0.25,0.083333,3,4,3000,584.787421,267.430198,0,3
1589.449271,1,255.75,187,68.75,0,0.333333,0.166667,0.166667,0,0,5,3500,599.044421,586.693702,0,1
2008.004976,1,75.5,75.5,0,0,0.166667,0.166667,0,0,0,2,5000,485.389275,603.340807,0,1
1978.041097,1,0,0,0,1922.461395,0,0,0,0.166667,4,0,5500,1481.136548,477.284193,0,3
1132.282217,1,0,0,0,68.520455,0,0,0,0.083333,1,0,1200,281.613657,240.366583,0,1
1373.252757,1,0,0,0,79.435812,0,0,0,0.166667,3,0,1500,303.776791,466.08332,0,3
727.467671,1,420.88,0,420.88,429.481253,0.416667,0,0.333333,0.333333,4,7,4500,1190.41941,205.529399,0,3
752.485849,0.727273,0,0,0,1075.239192,0,0,0,0.083333,4,0,1200,1321.798347,145.445603,0,1
537.491488,1,1672.99,972.01,700.98,0,0.583333,0.416667,0.416667,0,0,25,1600,1306.526458,968.817429,0.25,2
160.681189,0.909091,993.5,896,97.5,0,0.333333,0.166667,0.166667,0,0,9,6500,980.963861,140.519148,0.090909,2
2297.708974,1,0,0,0,797.536774,0,0,0,0.083333,2,0,3000,893.62955,469.990207,0,3
1667.269812,1,86.69,86.69,0,715.747319,0.083333,0.083333,0,0.083333,2,1,5500,313.750208,351.085178,0,3
2384.257016,1,0,0,0,99.110887,0,0,0,0.166667,2,0,2500,564.37975,847.079637,0,3
1822.259235,1,0,0,0,1672.653551,0,0,0,0.25,4,0,2500,589.389711,428.293387,0,3
2177.338711,1,0,0,0,430.534073,0,0,0,0.083333,2,0,2500,943.909555,663.690608,0,3
1055.833418,1,351.54,61.54,290,0,1,0.083333,0.916667,0,0,13,3000,585.022975,251.539573,0,2
1581.742203,1,0,0,0,335.348071,0,0,0,0.166667,2,0,1800,463.88804,448.969242,0,3
1026.201421,1,0,0,0,244.88819,0,0,0,0.166667,2,0,1200,440.519737,320.383825,0,1
1585.806548,1,0,0,0,274.3843,0,0,0,0.083333,1,0,2000,566.302426,351.844812,0,1
237.861439,1,569.02,246.89,322.13,1431.673728,0.5,0.083333,0.416667,0.083333,3,6,3200,589.35887,186.59462,0.083333,2
989.022229,1,0,0,0,559.200528,0,0,0,0.416667,5,0,1200,1071.879544,263.735953,0,3
1072.257388,1,0,0,0,39.265903,0,0,0,0.083333,1,0,1200,286.46296,263.950897,0,1
975.820862,1,66.72,0,66.72,0,0.333333,0,0.333333,0,0,4,1000,254.277454,199.50774,0,1
234.183227,1,617.3,169.8,447.5,282.667958,0.916667,0.166667,0.75,0.25,4,12,2500,1436.234437,169.80316,0.25,2
36.868847,1,360,0,360,0,0.5,0,0.416667,0,0,6,3000,286.431721,91.31394,0,1
443.202789,1,350.31,0,350.31,153.173663,0.25,0,0.166667,0.25,3,3,4500,398.335288,223.457783,0,1
1872.934017,1,382.5,310,72.5,0,0.416667,0.416667,0.083333,0,0,7,1950,463.938794,1005.849526,0,2
2490.787594,1,176.65,66.69,109.96,152.712134,1,0.25,0.833333,0.083333,1,14,2500,857.979134,746.423779,0,2
597.44365,1,0,0,0,36.582227,0,0,0,0.083333,1,0,1500,1572.905114,160.096384,0.181818,1
2740.10065,1,169.19,169.19,0,464.040014,0.083333,0.083333,0,0.083333,1,2,3200,1108.374243,625.831281,0,3
393.700868,1,0,0,0,673.644618,0,0,0,0.166667,3,0,1000,319.088414,185.010395,0,1
459.134859,1,223.34,0,223.34,0,0.666667,0,0.666667,0,0,9,500,498.401939,455.872675,0,2
1114.506863,1,602.07,0,602.07,0,1,0,0.833333,0,0,15,1800,676.487532,248.438014,0,2
1212.426549,1,265.22,265.22,0,0,0.166667,0.166667,0,0,0,2,3000,332.755679,441.115564,0,1
86.547135,0.818182,789.45,789.45,0,0,0.416667,0.416667,0,0,0,5,2500,1370.171713,119.649702,0.111111,2
144.513072,0.727273,758.5,0,758.5,0,0.666667,0,0.583333,0,0,12,3000,860.545375,192.201279,0.142857,2
134.238558,1,420,287,133,0,0.583333,0.083333,0.416667,0,0,7,7500,519.436959,190.475641,0,2
1544.585361,1,0,0,0,549.062884,0,0,0,0.083333,2,0,2000,408.068987,478.097868,0,3
542.807485,1,220.62,220.62,0,0,0.166667,0.166667,0,0,0,3,2000,608.782428,166.733071,0,1
1304.460033,1,0,0,0,78.763096,0,0,0,0.166667,2,0,1500,395.136073,368.588193,0,1
1601.692049,1,61.46,0,61.46,0,0.25,0,0.25,0,0,6,4000,399.369214,512.759705,0,1
1327.653853,1,20.9,20.9,0,0,0.083333,0.083333,0,0,0,1,1500,287.690115,483.2481,0,1
3441.516174,1,358.68,0,358.68,0,1,0,0.916667,0,0,12,7500,1376.000823,751.654272,0,2
1517.559661,1,0,0,0,456.396077,0,0,0,0.166667,2,0,1950,473.175712,381.272303,0,3
745.157677,1,485.17,485.17,0,0,0.166667,0.166667,0,0,0,2,3000,191.111587,285.884887,0,1
32.915398,0.727273,192.99,68.6,124.39,0,0.333333,0.083333,0.25,0,0,5,6000,153.983501,137.922744,0.090909,1
939.348677,1,50,50,0,0,0.083333,0.083333,0,0,0,1,1000,315.440785,628.156487,0,1
123.05867,1,151.92,0,151.92,0,1,0,1,0,0,12,3500,447.181346,171.75455,0.083333,2
72.794263,1,227.64,0,227.64,0,1,0,1,0,0,12,2500,159.044676,170.517535,0,2
2376.965338,1,0,0,0,1321.906162,0,0,0,0.333333,4,0,3000,549.457948,557.916999,0,3
142.278809,0.909091,164.68,32.74,131.94,0,0.833333,0.083333,0.666667,0,0,10,2500,539.762925,141.426265,0,2
432.793131,1,540.13,315.3,224.83,0,0.666667,0.166667,0.5,0,0,13,6500,737.522982,163.94759,0,2
20.758677,0.818182,548.01,0,548.01,0,0.666667,0,0.583333,0,0,8,1900,1049.636065,55.511514,0,2
1744.956833,1,0,0,0,198.295367,0,0,0,0.25,5,0,1800,525.461839,539.962551,0,3
1530.725391,1,0,0,0,59.670168,0,0,0,0.083333,1,0,1600,347.028845,526.384797,0,1
127.062095,0.818182,453.3,330.8,122.5,0,0.583333,0.416667,0.166667,0,0,9,7000,593.965783,127.194961,0.166667,2
259.623619,1,377.79,290.29,87.5,0,0.666667,0.25,0.583333,0,0,10,1500,1575.021839,212.402519,0,2
2865.386926,1,0,0,0,965.180677,0,0,0,0.416667,7,0,6500,1186.905688,726.990921,0,3
2878.528369,1,0,0,0,1563.518213,0,0,0,0.25,4,0,3000,653.306123,897.54649,0,3
2489.057383,1,0,0,0,1668.403386,0,0,0,0.166667,2,0,3000,1209.422549,708.562869,0,3
